nmot_w,te_w,fr_w
2351.5,3.696,0.93039
2358.5,3.656,0.930726
2357.75,3.66667,0.932526
2366.25,3.672,0.932618
2373.5,3.66667,0.93097
2372.5,3.76,0.963471
2384.5,3.76534,0.962373
2387.75,3.76267,0.96164
2387.75,3.77067,0.962952
2399.25,3.74934,0.964326
2402.75,3.75734,0.964814
2407.25,3.77067,0.969147
2416.25,3.77334,0.971741
2415,3.68267,0.938691
2422.75,3.696,0.942383
2426.5,3.69867,0.943391
2427.25,3.736,0.94629
2437.5,3.71734,0.947388
2439,3.72,0.948456
2445.25,3.73867,0.949494
2454.75,3.73334,0.949799
2454.5,3.81067,0.983247
2466.5,3.808,0.982392
2473,3.81334,0.981629
2471,3.832,0.983033
2481.5,3.82134,0.980775
2484.25,3.86934,0.985261
2487.5,3.85334,0.985657
2494.5,3.864,0.987977
2491.75,3.752,0.956544
2503.25,3.74667,0.958802
2511.5,3.728,0.960023
2505.5,3.712,0.95987
2516.25,3.70934,0.961335
2524.25,3.712,0.960145
2522.25,3.72,0.959046
2531.75,3.70667,0.958039
2536.75,3.80267,0.989625
2544.75,3.792,0.987977
2551,3.792,0.987763
2548,3.79734,0.986207
2560,3.79734,0.988831
2560.75,3.78134,0.988435
2563,3.77867,0.989442
2576.5,3.77067,0.992249
2576.25,3.69334,0.961335
2585,3.69334,0.963502
2587.5,3.68267,0.964143
2588.5,3.69067,0.963563
2600.25,3.69067,0.963532
2604,3.68267,0.96222
2613.5,3.64534,0.962556
2616.25,3.63734,0.96164
2614.25,3.608,0.992921
2627.75,3.41334,0.98993
2621.75,3.36267,0.986817
2633.5,3.336,0.984559
2638.5,3.328,0.982667
2633.5,3.32,0.978455
2646.75,3.29867,0.975831
2649.5,3.26667,0.972993
2652,3.17067,0.938966
2653.5,3.13867,0.93744
2649.25,3.016,0.935883
2663,3.01067,0.935487
2660,3.04534,0.936005
2665.25,2.99734,0.935334
2671.75,3.01067,0.934785
2664.25,2.90667,0.935487
2673.75,2.87467,0.967042
2673.75,2.832,0.965546
2672.5,2.79734,0.961396
2676.75,2.78134,0.95749
2669.75,2.73867,0.948731
2678.5,2.70934,0.941102
2685.75,2.64,0.932709
2683,2.57867,0.924897
2685.25,2.49867,0.880189
2680.75,2.50134,0.875458
2690.75,2.49867,0.871125
2688.25,2.44534,0.866364
2683,2.456,0.864716
2688,2.448,0.860993
2689.25,2.39734,0.856934
2690.25,2.34134,0.852723
2688.5,2.39734,0.885071
2696.75,2.32534,0.879975
2696,2.23467,0.87497
2686,2.17067,0.869904
2694.25,2.192,0.866151
2693.25,2.18667,0.863984
2692.5,2.152,0.860596
2687,2.12267,0.858674
2681.75,2.04267,0.815919
2698.25,2.00267,0.812958
2692.5,2.00534,0.810395
2690,1.99467,0.808777
2696.75,1.96534,0.807984
2689,1.968,0.807343
2691,1.96267,0.806397
2684.5,1.95734,0.805298
2688,2.01067,0.842316
2686.5,2.016,0.840546
2682.5,1.99467,0.83899
2689,1.97334,0.837678
2689.25,1.98667,0.835267
2687.5,1.98134,0.83426
2684.25,1.98134,0.831544
2681,1.97334,0.828187
2686,1.91734,0.786561
2672.25,1.92267,0.783295
2672,1.92,0.781617
2676,1.888,0.781617
2672.5,1.90667,0.78299
2678,1.87734,0.785126
2677,1.872,0.78769
2678.5,1.88267,0.792725
2675,1.90934,0.833985
2667.5,1.91734,0.836732
2670.5,1.91467,0.838746
2667,1.90667,0.837464
2669.75,1.89867,0.837006
2669.5,1.896,0.834046
2663.5,1.896,0.831788
2667.5,1.872,0.829499
2661.25,1.84,0.787781
2662.75,1.84,0.786591
2660.5,1.84,0.786652
2656.25,1.84534,0.787842
2659.25,1.82934,0.790589
2657.25,1.84534,0.793427
2655,1.85334,0.797455
2656.25,1.85867,0.800599
2656.75,1.90667,0.841309
2655.75,1.90934,0.842103
2646.5,1.90667,0.840851
2652.25,1.904,0.838563
2648.25,1.896,0.835297
2644.5,1.89334,0.831208
2647.5,1.888,0.828889
2647.5,1.89067,0.827668
2647.75,1.89067,0.79007
2645.5,1.84,0.792389
2638.75,1.848,0.796418
2646.25,1.85334,0.800446
2644.25,1.856,0.802613
2640.75,1.85867,0.806275
2637.5,1.86667,0.808259
2636,1.86934,0.80951
2642.5,1.93067,0.850739
2635.5,1.936,0.851777
2631.5,1.93867,0.854127
2635.25,1.95467,0.855134
2631.5,1.96,0.855714
2634.25,1.98134,0.856385
2633,1.97867,0.854127
2629.25,1.96,0.854859
2627.5,1.904,0.814118
2625.5,1.90134,0.812287
2632.75,1.89867,0.810456
2630,1.896,0.810181
2620,1.89867,0.81009
2623.75,1.904,0.813965
2620.5,1.904,0.815308
2624.75,1.92534,0.81897
2624.75,1.92534,0.862061
2620.5,1.96,0.865174
2621.25,1.96267,0.867463
2615.5,1.96267,0.868317
2619.75,1.96267,0.869813
2620.25,1.94934,0.868806
2615,1.94134,0.866608
2615.5,1.93867,0.868043
2610.75,1.94134,0.867402
2609.5,1.888,0.8284
2611.5,1.848,0.830292
2607.75,1.808,0.831238
2607,1.79467,0.833314
2603.25,1.75734,0.836304
2599.25,1.73867,0.838196
2597.75,1.76534,0.842164
2599,1.76267,0.846039
2605.75,1.81867,0.891694
2606.5,1.81867,0.898438
2604,1.77867,0.905457
2590.25,1.80534,0.914612
2581.75,1.80534,0.919984
2585,1.808,0.924378
2585.75,1.81067,0.92627
2584.5,1.81067,0.928315
2580.25,1.768,0.888459
2579.75,1.77067,0.889069
2580,1.74934,0.883332
2578,1.77334,0.885682
2581.75,1.78934,0.884461
2582.75,1.78667,0.885224
2583.75,1.77067,0.885132
2580.25,1.76,0.886536
2579.5,1.816,0.925416
2576.5,1.81867,0.926118
2575.5,1.81334,0.926057
2570.5,1.81867,0.926667
2567,1.81867,0.925111
2560.5,1.81867,0.922455
2560.5,1.81334,0.924164
2561,1.81334,0.922852
2558.5,1.77067,0.883668
2553.75,1.77067,0.883362
2553.25,1.77334,0.884186
2554.75,1.77334,0.885163
2552.25,1.776,0.886414
2549.5,1.776,0.888306
2551.75,1.77867,0.888032
2549.75,1.77867,0.889039
2550.25,1.81867,0.929047
2550.25,1.82134,0.92981
2549.5,1.81334,0.930268
2548.25,1.81334,0.931489
2541.75,1.82667,0.932709
2538,1.82667,0.932923
2533.25,1.82667,0.931977
2533.5,1.82934,0.932923
2532,1.784,0.892792
2533,1.78134,0.89145
2536.25,1.81067,0.89029
2536,1.82134,0.889466
2536.25,1.81067,0.889496
2533.75,1.82134,0.889405
2526.75,1.83467,0.888001
2525.5,1.84534,0.887635
2525.75,1.89334,0.925385
2525.5,1.896,0.925263
2523.75,1.89334,0.923279
2518.25,1.89334,0.922211
2519,1.89334,0.921662
2520,1.89067,0.919617
2517,1.89067,0.919526
2512.25,1.88534,0.918641
2510.75,1.84,0.878663
2508.25,1.83734,0.877686
2509.25,1.824,0.875031
2507.25,1.816,0.873139
2507.75,1.81867,0.870576
2506.5,1.816,0.869843
2500.75,1.81867,0.867707
2501.25,1.81867,0.867707
2504,1.872,0.906342
2503.5,1.88534,0.909333
2504.5,1.89334,0.909333
2502.5,1.984,0.910248
2502.75,2.11734,0.912568
2497.75,2.14134,0.909577
2495,2.16267,0.907654
2496.5,2.144,0.900788
2494.5,2.06667,0.855408
2495.75,2.064,0.847504
2493.5,2.06934,0.838227
2493,2.04,0.828522
2497,2.09067,0.820161
2495.75,2.04267,0.81247
2492.25,2.02934,0.807252
2496.25,2.024,0.802735
2489,2.096,0.838196
2495.5,2.09867,0.837311
2490.25,2.08267,0.837647
2486.75,2.12534,0.837189
2491,2.19734,0.838318
2489.25,2.19467,0.839142
2491.25,2.232,0.838593
2489.25,2.21334,0.836793
2492,2.17334,0.796021
2493.75,2.184,0.794221
2489,2.14934,0.792664
2489.25,2.15467,0.791871
2491.5,2.16,0.792908
2486.5,2.16267,0.795106
2486.25,2.16534,0.798493
2489,2.168,0.802674
2486,2.23734,0.844147
2487.75,2.24267,0.847901
2491,2.22667,0.849213
2485,2.22667,0.851349
2491.5,2.22934,0.852234
2490.5,2.22934,0.852875
2491.75,2.232,0.853364
2495.75,2.22667,0.852143
2492,2.16534,0.814149
2492.75,2.16534,0.814026
2492.25,2.16534,0.8154
2489,2.17067,0.81543
2490.5,2.17334,0.818482
2490.25,2.176,0.821778
2487.5,2.19734,0.824891
2490.25,2.20534,0.828644
2489.25,2.26134,0.869416
2490.25,2.26134,0.870301
2489.25,2.28,0.869263
2488.5,2.26667,0.868409
2495.25,2.25067,0.863923
